Title,Title_URL,Address,Address_URL,City,Review,Price,Rating
Villa Picasso (Abuja),https://hotels.ng/hotel/39222-villa-picasso-abuja,"Maitama, Abuja - 22 Gana Street, Maitama, Abuja. ( Opposite Transcorp Hilton Hotel)",https://hotels.ng/hotels-in-abuja/maitama,Maitama,"My stay at the hotel was fantastic, I received a warm reception from their ever smiling st...","₦33,000
                                               avg/night
                                           ",6.4 Very Good
Concordia Hotel,https://hotels.ng/hotel/1004684-concordia-hotel-abuja,"Durumi, Abuja - Plot 201 Durumi District, Off Oladipo Diya Road Opposite Games Village, Abuja.",https://hotels.ng/hotels-in-abuja/durumi,Durumi,My stay at the hotel was okay. The reception that I received was not bad at all. I must sa...,"₦9,000
                                               avg/night
                                           ",
Jeparo Hotel ,https://hotels.ng/hotel/43746-taparo-hotel-garden-abuja,"Gwagwalada, Abuja - Kaduna/Lokoja Road",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,"₦3,500
                                               avg/night
                                           ",
Parkview Hotels,https://hotels.ng/hotel/44575-parkview-hotels-abuja,"Wuse, Abuja - Plot 2390, Takoradi Street, Opposite Amusement Park, Wuse Zone 1, Abuja, Nigeria",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"The room was nice and clean, the service delivery was magnificent....","₦17,500
                                               avg/night
                                           ",
Chida International Hotel,https://hotels.ng/hotel/45293-chida-international-hotel-abuja,"Utako, Abuja - Plot 224, Solomon Lar Way, Utako District, Abuja",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦16,200
                                               avg/night
                                           ",
Aubit Hotel Limited,https://hotels.ng/hotel/66545-aubit-hotel-limited-abuja,"Nyanya, Abuja - Area A, Cadstral Zone ",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya,,"₦4,500
                                               avg/night
                                           ",7.0 Very Good
Summerset Continental Hotel,https://hotels.ng/hotel/78382-summerset-continental-hotel-abuja,"Maitama, Abuja - 73 Usuma Street",https://hotels.ng/hotels-in-abuja/maitama,Maitama,"My stay  was good as expected, the hotel was generally okay. Everything was in place. I wa...","₦50,000
                                               avg/night
                                           ",6.2 Very Good
LUXRITEL HOTELS LTD,https://hotels.ng/hotel/1006354-luxritel-hotels-ltd-abuja,"Gwarinpa, Abuja - House 11, 442 Crescent, Citac Villas, Gwarinpa",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦8,000
                                               avg/night
                                           ",
Laropa Luxury Suites,https://hotels.ng/hotel/89685-laropa-luxury-suites-abuja,"Gwarinpa, Abuja - House 54, 21 Road,  2nd Avenue",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,"I had a fantastic stay at the hotel, I love their services. My room was kept neat and thei...","₦8,000
                                               avg/night
                                           ",6.1 Very Good
Canopy Hotels,https://hotels.ng/hotel/91133-canopy-hotels-abuja,"Utako, Abuja - No. 24, Moses Majekodumi Crescent",https://hotels.ng/hotels-in-abuja/utako,Utako,My stay has been very good. I was scheduled to check out today but because of a change in ...,"₦8,500
                                               avg/night
                                           ",6.3 Very Good
Sumed Suites,https://hotels.ng/hotel/44972-sumed-suites-abuja,"Gwarinpa, Abuja - Commercial Layout By 1st Avenue Behind LG Office ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦9,000
                                               avg/night
                                           ",
Sheer Luxury Apartments ,https://hotels.ng/hotel/58155-sheer-luxury-suites-abuja,"Garki 2, Abuja - Plot 1659 Sapele Street Off Akintola Boulevard",https://hotels.ng/hotels-in-abuja/garki-2,Garki 2,"My stay at the hotel was a pretty decent one, the room was big and had a nice bed that was...","₦25,000
                                               avg/night
                                           ",6.7 Very Good
Some Places Else Hotel/Guest House,https://hotels.ng/hotel/72914-some-places-else-hotel-guest-house-abuja,"Lugbe, Abuja - Plot 316, FHA Road, Lugbe Estate Phase Ll",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,"₦4,000
                                               avg/night
                                           ",7.3 Very Good
THE WELLS CARLTON HOTEL AND APARTMENTS,https://hotels.ng/hotel/1392212-the-wells-carlton-hotel-and-apartments,"Asokoro, Abuja -  8 Gado Nasko Close, Off Jose Marti Street, Asokoro, Abuja, Nigeria ",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦55,000
                                               avg/night
                                           ",7.6 Very Good
The Nordic Villa,https://hotels.ng/hotel/28262-the-nordic-villa-abuja,"Jabi, Abuja - No. 52, Mike Akhigbe Way",https://hotels.ng/hotels-in-abuja/jabi,Jabi,"My stay at the hotel was excellent! The room I stayed in was spacious and well furnished, ...","₦36,355
                                               avg/night
                                           ",
Newton Park Hotels And Resorts Limited Annex,https://hotels.ng/hotel/999058-newton-park-hotels-and-resort-abuja,"Wuse 2, Abuja - Plot 24 Alexander Close Off Ahmadu Bello Way, By Bannex Junction, Wuse 2, Abuja",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦31,500
                                               avg/night
                                           ",6.0 Very Good
Beverly Hills Hotels ,https://hotels.ng/hotel/83391-beverly-hills-hotels-abuja,"Wuse , Abuja - 62 Aminu Kano Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse ,"The room was well furnished, clean and enticing, it had an air conditioning unit, a televi...","₦11,500
                                               avg/night
                                           ",
Barca Liga Hotels,https://hotels.ng/hotel/1006513-barca-liga-hotels-abuja,"Apo, Abuja - Franca Afegbua Crescent, Gudu District, Near Zone E, Apo Legislative Quarters",https://hotels.ng/hotels-in-abuja/apo,Apo,The hotel is good especially the front desk. ...,"₦18,000
                                               avg/night
                                           ",7.5 Very Good
1st Forty Hotel,https://hotels.ng/hotel/35665-first-forty-hotel-abuja,"Wuse, Abuja - Plot 38, Aminu Kano Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"Wow! This hotel is totally amazing, they have excellent staff, clean water and power suppl...","₦17,800
                                               avg/night
                                           ",7.0 Very Good
Pedallo Inn Hotel,https://hotels.ng/hotel/98122-pedello-inn-hotel-abuja,"Gwarinpa, Abuja - Plot 491 A Close Second Avenue By Nepa Road ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦7,500
                                               avg/night
                                           ",
"Dannic Hotels, Garki Abuja",https://hotels.ng/hotel/43421-dannic-hotels-abuja,"Garki, Abuja - Plot 93 Oyo Street, Off Moshood Abiola Way, Area 2, Garki, Abuja. ",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦12,000
                                               avg/night
                                           ",6.2 Very Good
Belvoir Hotel,https://hotels.ng/hotel/17773-belvoir-hotel-abuja,"Wuse, Abuja - 73 Lome Crescent, Opposite Omega Hotel",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦10,500
                                               avg/night
                                           ",
RALMETON HOTEL,https://hotels.ng/hotel/1002939-ralmeton-hotel-abuja,"Gwarinpa, Abuja - PLOT C70, ROAD 52, BETWEEN MARSHORIA ARENA ",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,I had a good time at the hotel. I had no issues checking in and out of the place. The room...,,
Nordic Hotel,https://hotels.ng/hotel/1012944-nordic-hotel-abuja,"Mabushi , Abuja - Plot 1322 Shehu Yaradua Boulevard, At BluCabana, Mabushi, Abuja",https://hotels.ng/hotels-in-abuja/mabushi,Mabushi ,"My stay at the hotel was nice, room service was great as they answered to my calls swiftly...","₦54,485
                                               avg/night
                                           ",
Algos Suites ,https://hotels.ng/hotel/37175-algos-suites-hotels-limited-abuja,"Kubwa, Abuja - Plot 106 Commercial Layout, Byazhin Road",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦6,000
                                               avg/night
                                           ",6.9 Very Good
Tranquil Mews Boutique Hotel,https://hotels.ng/hotel/18119-tranquil-mews-boutique-hotel-abuja,"Utako, Abuja -  Plot 1079, Behind Julius Berger Head Quarters, Off Ngozi Okonjo Iweala Way, By Good Tidings Church, Utako",https://hotels.ng/hotels-in-abuja/utako,Utako,I had a nice stay at the hotel. The customer services and the facilities were quite okay. ...,"₦20,250
                                               avg/night
                                           ",7.7 Very Good
 Villa U Hotels,https://hotels.ng/hotel/81357-villa-u-hotel-abuja,"Wuse, Abuja - N0. 29, Plot 733, Alexandria Street, Off Aminu Kano Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,The hotel is satisfactory....,"₦8,600
                                               avg/night
                                           ",
Centurion Apartments,https://hotels.ng/hotel/1392279-centurion-apartments,"Maitama, Abuja - No 29 Ontario Crescent, Off Mississippi Street, Maitama",https://hotels.ng/hotels-in-abuja/maitama,Maitama,"Good stay. Swift customer service, comfortable room. 9/10 rating....","₦20,000
                                               avg/night
                                           ",
La Pour Hotel,https://hotels.ng/hotel/26113-lapour-hotel-abuja,"Utako, Abuja - Plot 794, Okonjo-iweala Way, Utako District, Opp Good Tiding Church, Abuja",https://hotels.ng/hotels-in-abuja/utako,Utako,The staff were hospitable and friendly. The services rendered were modern and affordable. ...,"₦13,000
                                               avg/night
                                           ",
VYNEDRESA HOTEL ABUJA ,https://hotels.ng/hotel/1004163-vynedresa-hotel-abuja-abuja,"Garki , Abuja - 8 Uyo Crescent, Off Emeka Anyaoku Street, Area 11, Garki,Abuja",https://hotels.ng/hotels-in-abuja/garki,Garki ,I really enjoyed my stay at the hotel. The environment was cool and carried a good ambianc...,"₦20,000
                                               avg/night
                                           ",
Iris Hotel Abuja,https://hotels.ng/hotel/1391178-iris-hotel-abuja,"Wuse 2, Abuja - 34 Lingu Crescent, Off Aminu Kano Crescent, Wuse 2",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,My stay was very good....,"₦30,550
                                               avg/night
                                           ",
Hemas Hotels ,https://hotels.ng/hotel/32348-hemas-hotels-and-apartments-abuja,"Life Camp, Abuja - No 2 Adamu Fika Street, Life Camp",https://hotels.ng/hotels-in-abuja/life-camp,Life Camp,"I had a wonderful time. The services were great, the only challenge the food was on the hi...","₦14,000
                                               avg/night
                                           ",
Crystal Palace Hotel,https://hotels.ng/hotel/62677-crystal-palace-hotel-abuja,"Garki, Abuja - 29, Plot 687, Port Harcourt Crescent, Off Ahmadu Bello Way, Off Gimbiya Street, Area11.",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦12,900
                                               avg/night
                                           ",7.0 Very Good
E-Suites,https://hotels.ng/hotel/1242298-e-suites,"Asokoro, Abuja - No. 21 Jesse Jackson Street Off Jimmy Carter Street By Protea Asokoro",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,I am still at the hotel as I make this review. The hotel is a really nice place. Customer ...,"₦25,000
                                               avg/night
                                           ",
Valencia Hotels Abuja,https://hotels.ng/hotel/23868-valencia-hotels-abuja-abuja,"Wuse, Abuja - 44 Blantyre Street, Off Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦34,040
                                               avg/night
                                           ",
Roop Hotels Limited,https://hotels.ng/hotel/87427-roop-hotels-limited-abuja,"Kubwa, Abuja - 	Off PHCN Road, Phase IV, Kubwa, Abuja, FCT",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦5,000
                                               avg/night
                                           ",
House 14,https://hotels.ng/hotel/18754-house-14-abuja,"Wuse 2, Abuja - 14 Kudang Street, Off Moronvia  Street  ",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦15,000
                                               avg/night
                                           ",7.7 Very Good
City Transit Inn,https://hotels.ng/hotel/36473-city-transit-inn-abuja,"Utako, Abuja - Plot 7, A.E Ekukinam Street, ABC Transport Building",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦7,417
                                               avg/night
                                           ",
Residency Hotel,https://hotels.ng/hotel/1012687-residency-hotel-abuja,"Garki , Abuja - Plot 4 Port Harcourt Crescent, Garki",https://hotels.ng/hotels-in-abuja/garki,Garki ,I cannot believe Nigeria hotels  can be this efficient and courteous. I am surprised. Thin...,"₦17,000
                                               avg/night
                                           ",
House 6 Apartment,https://hotels.ng/hotel/1011234-house-6,"Garki, Abuja - No. 6 Gashua Close Area 8",https://hotels.ng/hotels-in-abuja/garki,Garki,"My stay at the hotel was quiet a pleasant one, the room was very comfortable and neat. The...","₦13,000
                                               avg/night
                                           ",
Paris Le Lodge ,https://hotels.ng/hotel/1012695-paris-le-lodge-abuja,"Abuja, Abuja - Plot 177A, 441 Crescent, CITEC Villa, Gwarinpa Abuja",https://hotels.ng/hotels-in-abuja/abuja,Abuja,It is a very nice hotel. I quite enjoyed my stay there. The environment was serene and con...,"₦12,000
                                               avg/night
                                           ",
"Apple Suite Formerly (Kay Kryxtal Suites, APO)",https://hotels.ng/hotel/1007378-kryxtal-suites-apo-abuja,"Apo, Abuja - Behind AP Filling Station, Near APO Legislative Quarters, Apo",https://hotels.ng/hotels-in-abuja/apo,Apo,,"₦10,000
                                               avg/night
                                           ",
Daniel Suites,https://hotels.ng/hotel/91983-daniels-suites-abuja,"Kubwa, Abuja - Kilometers 82 Sultan Dasuki Way, PW ",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,,"₦5,250
                                               avg/night
                                           ",
Kudina Luxury Apartments,https://hotels.ng/hotel/1241637-kudina-luxury-apartments,"Gwarinpa, Abuja - Plot 24, Block V, Federal Ministry Of Works & Housing Estate, Gwarinpa",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦15,000
                                               avg/night
                                           ",
Abuja Bays Garden Hotels Limited,https://hotels.ng/hotel/997787-abuja-bays-garden-hotels-limited-abuja,"Wuse, Abuja - No 3 Port Novo Crescent Wuse Ll, Abuja",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦9,000
                                               avg/night
                                           ",
MMM House,https://hotels.ng/hotel/1391831-mmm-house,"Garki 2, Abuja - Plot 124, Ladoke Akintola Boulevard, Garki 2",https://hotels.ng/hotels-in-abuja/garki-2,Garki 2,,"₦15,500
                                               avg/night
                                           ",
BON Hotel Elvis,https://hotels.ng/hotel/1392627-bon-hotel-elvis,"Wuse 2, Abuja - 2 Monrovia Street, Wuse II ",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,Bon hotel is beautiful and lovely. It is a 5 star hotel to me. My stay was okay....,"₦51,450
                                               avg/night
                                           ",
Calbert Lodge,https://hotels.ng/hotel/75664-calbert-lodge-abuja,"Garki, Abuja - No. 16, Aba Close, Off Ogbomosho Street, By Lokoja Street, Area 8",https://hotels.ng/hotels-in-abuja/garki,Garki,,"₦9,330
                                               avg/night
                                           ",
The Envoy,https://hotels.ng/hotel/1391185-the-envoy," Abuja, Abuja - 305 Diplomatic Drive, Central Business District",https://hotels.ng/hotels-in-abuja/abuja, Abuja,,"₦80,000
                                               avg/night
                                           ",
BON Hotel Abuja (Formerly Protea Hotel Abuja),https://hotels.ng/hotel/1001981-protea-hotel-abuja-abuja,"Maitama, Abuja - 3 Negro Crescent, Maitama",https://hotels.ng/hotels-in-abuja/maitama,Maitama,It was such a wonderful time at the hotel. The services rendered at the hotel were incredi...,"₦80,000
                                               avg/night
                                           ",
Marlene Suites And Hotel,https://hotels.ng/hotel/83388-marlene-suites-and-hotel-abuja,"Gwarinpa, Abuja - Plot 485, Wole Soyinka Avenue, Gwarinpa (2nd Avenue)",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦22,000
                                               avg/night
                                           ",
Diamond Suites Hotel ,https://hotels.ng/hotel/58224-diamond-suites-hotel-abuja,"Utako, Abuja - 19, Moses Majekodumi, Utako, Along Edo Line Transport,",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦10,000
                                               avg/night
                                           ",
Dayspring Hotels,https://hotels.ng/hotel/999700-dayspring-hotels-abuja,"Wuse, Zone 6, Abuja -  4, Juba Street, Zone 6, Wuse District, Abuja","https://hotels.ng/hotels-in-abuja/wuse,-zone-6","Wuse, Zone 6","At Dayspring, you have loving and warmly dedicated workers. The management is excellent. T...","₦10,000
                                               avg/night
                                           ",
Peace Royal Resort,https://hotels.ng/hotel/59563-peace-royal-resort-abuja,"Gwarinpa, Abuja - Plot 88, 43 Crescent 4th Avenue",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,,"₦10,000
                                               avg/night
                                           ",
Degok Hotel Limited,https://hotels.ng/hotel/41661-degok-hotel-limited-abuja,"Gwarinpa, Abuja - House 13 And 14, A Close, 3rd Avenue Close To Gwarinpa Village Market, Opposite Ebony Hospital",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,My stay at the hotel was nice though the bed was not too comfortable. It's a very quite pl...,"₦10,000
                                               avg/night
                                           ",
Morrisson Hotels,https://hotels.ng/hotel/31693-morrisson-hotels-abuja,"Wuse, Abuja - Plot 2327 Kigoma Street",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦7,000
                                               avg/night
                                           ",6.7 Very Good
Sigma Apartments,https://hotels.ng/hotel/18518-sigma-apartments-abuja,"Wuse 2, Abuja - 1 Embu Street, Off Aminu Kano Crescent",https://hotels.ng/hotels-in-abuja/wuse-2,Wuse 2,,"₦33,000
                                               avg/night
                                           ",6.3 Very Good
Mission Guest House,https://hotels.ng/hotel/42435-mission-guest-house-abuja,"Wuse, Abuja - 34 Blantyre Street Off Adetokunbo Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,My stay was good. Nice hotel....,"₦9,500
                                               avg/night
                                           ",
Babcock Guest House,https://hotels.ng/hotel/52375-babcock-guest-house-abuja,"Wuse, Abuja - 11, Hombori Street, Off Freetown Street",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦12,000
                                               avg/night
                                           ",6.8 Very Good
Camzy Villa Hotel,https://hotels.ng/hotel/1006884-camzy-villa-hotel-abuja,"Kubwa, Abuja - Plot 21, Queen Aminah Street, Beside Yellow Page Joint, Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,"I had a pleasant stay at the hotel, I was comfortable and felt very relaxed. All the servi...",,7.2 Very Good
Immaculate Suites ,https://hotels.ng/hotel/81715-immaculate-suites-abuja,"Wuse, Abuja - Plot 110 Adetunko Ademola Crescent",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦40,000
                                               avg/night
                                           ",6.8 Very Good
Sinoni Lodge,https://hotels.ng/hotel/29279-sinoni-lodge-abuja,"Wuse, Abuja - 40 Birao Street",https://hotels.ng/hotels-in-abuja/wuse,Wuse,This isn't my first time at this hotel and it most certainly won't be my last. The service...,"₦12,000
                                               avg/night
                                           ",
Ajoy Hotels ,https://hotels.ng/hotel/63432-ajoy-hotels-and-suites-abuja,"Gwarinpa, Abuja - Plot 757, 69A Road 2 Crescent, Gwarinpa Estate.",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,"Ajoy hotel is a nice and decent place, but the was no AC during my stay....","₦10,000
                                               avg/night
                                           ",
Moit Guest Inn,https://hotels.ng/hotel/76312-moit-guest-inn-abuja,"Lugbe, Abuja - 1st Avenue, 6 Road, FHA Estate, Phase 2",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,,
Pearl Manor Luxury Suites,https://hotels.ng/hotel/1005158-pearl-manor-luxury-suites-abuja,"Galadimawa, Abuja - 10/18, Osun Street, Suncity Estate",https://hotels.ng/hotels-in-abuja/galadimawa,Galadimawa,,"₦22,500
                                               avg/night
                                           ",
Kings Court Apartment ,https://hotels.ng/hotel/1392378-kings-court-apartment,"Abuja, Abuja - Plot 107 Games Village Kuara District ",https://hotels.ng/hotels-in-abuja/abuja,Abuja,,"₦15,000
                                               avg/night
                                           ",6.4 Very Good
Nugget Hotels,https://hotels.ng/hotel/18958-nugget-hotels-abuja,"Utako, Abuja - Plot 129 Okotie Eboh Crescent",https://hotels.ng/hotels-in-abuja/utako,Utako,My stay at the hotel was good. The staff at the hotel were friendly and accommodating. The...,"₦12,000
                                               avg/night
                                           ",
Hans Place,https://hotels.ng/hotel/13716-hans-place-abuja,"Asokoro, Abuja - No. 14, Plot 583A, Ganassingbe Eyadema Street",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦22,000
                                               avg/night
                                           ",6.4 Very Good
Newton Park Hotel,https://hotels.ng/hotel/35291-newton-park-hotel-abuja,"Wuse, Abuja - Plot 2175 Cadastral Zone, 8 Cape Town Street, Of Ibrahim Babangida Way, Wuse Zone 4, Abuja",https://hotels.ng/hotels-in-abuja/wuse,Wuse,Nice experience....,"₦29,000
                                               avg/night
                                           ",6.2 Very Good
De Agape Regency Hotels Limited,https://hotels.ng/hotel/12181-agape-hotels-abuja,"Wuse, Abuja - Plot 11, Amino Kano Crescent ",https://hotels.ng/hotels-in-abuja/wuse,Wuse,"My stay was fantastic, their services was fine, I had to extended my stay....","₦8,000
                                               avg/night
                                           ",6.1 Very Good
Kapital Klub ,https://hotels.ng/hotel/42691-kapital-klub-apartments-abuja,"Asokoro, Abuja - No 3, Gamal Abdul Nasser Close, Near World Bank, Asokoro, Abuja, FCT.",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦23,000
                                               avg/night
                                           ",
Grange Hill Abuja,https://hotels.ng/hotel/84664-grange-hill-abuja-abuja,"Mpape, Abuja - Plot A26, Mpape Hills, Abuja, Lagos",https://hotels.ng/hotels-in-abuja/mpape,Mpape,Fabulous time at your hotel. I was very impressed by such great service....,"₦9,750
                                               avg/night
                                           ",
Deroma Hotels ,https://hotels.ng/hotel/995411-deroma-hotels-suites-abuja," Kuje, Abuja -  Behind Union Homes, Off Kuchiyako Road, Kuje,",https://hotels.ng/hotels-in-abuja/kuje, Kuje,Deroma Hotels  is a nice place. Their service delivery was very efficient and prompt. The ...,"₦5,200
                                               avg/night
                                           ",
Tauba,https://hotels.ng/hotel/1012953-tauba-abuja,"Abuja, Abuja - Plot 1001 Ibrahim Tahir Lane, Off Shehu Musa Yaradua Way, Abuja",https://hotels.ng/hotels-in-abuja/abuja,Abuja,,"₦15,000
                                               avg/night
                                           ",
H3 Apartments,https://hotels.ng/hotel/1391631-h3-apartments,"Wuse, Abuja -   3, Savaluo Street, Wuse Zone 4",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦9,500
                                               avg/night
                                           ",
Petrock Guest House,https://hotels.ng/hotel/17298-petrock-guest-house-abuja,"Lugbe, Abuja - Plot 300, 1st Avenue Phase 1, FHA",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,"Locating the hotel was a bit challenging but thanks to Hotels.ng, I was able to locate the...",,
Crestwood Hotel And Suites Ltd,https://hotels.ng/hotel/19951-crestwood-hotel-and-suites-ltd-abuja,"Lugbe, Abuja -  Plot 316, FHA Road, Lugbe Estate Phase Ll",https://hotels.ng/hotels-in-abuja/lugbe,Lugbe,,"₦8,000
                                               avg/night
                                           ",
Caledonian Suites,https://hotels.ng/hotel/78854-caledonian-suites-abuja,"Maitama, Abuja - 21 Usuma Street, Off Gana Street, Maitama",https://hotels.ng/hotels-in-abuja/maitama,Maitama,,"₦31,500
                                               avg/night
                                           ",
1 Apartment And Suites ,https://hotels.ng/hotel/1015159-apartment-one-hotel-and-resort,"Kubwa, Abuja - Plot M175, Extension3, Behind Living Faith Church, Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,The hospitality was cool. I had a nice stay....,"₦6,500
                                               avg/night
                                           ",
Angeles Hotel,https://hotels.ng/hotel/97326-angeles-hotel-abuja,"Garki, Abuja - Plot 17 Yauri Close, Beside FCDA Staff Quarters Phase Ll Garki Ll By Jere Street Off Ransome Kuti Way Area 3 ",https://hotels.ng/hotels-in-abuja/garki,Garki,"My stay here was splendid! Very clean environment, nice staff, good food and easy accessib...",,6.3 Very Good
Ivories Global Resort,https://hotels.ng/hotel/58325-ivories-global-resort-abuja,"Gwagwalada, Abuja - Plot 63, Phase 2, Opposite University Of Abuja",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,,,
Cosyrest Guest House,https://hotels.ng/hotel/47136-cosyrest-guest-house-abuja,"Gwagwalada, Abuja -  Plot 9/10, Customs Layout, Opposite Gwagwalada Specialist Hospital (University Of Abuja Teaching Hospital)",https://hotels.ng/hotels-in-abuja/gwagwalada,Gwagwalada,"My stay at the hotel was a splendid one, the security I met at the hotel made me feel safe...",,
Cupid Suites Restaurant ,https://hotels.ng/hotel/93443-cupid-suite-restaurant-abuja,"Kubwa, Abuja - Plot C32 Sultan Dasuki Road 2/2 Kubwa",https://hotels.ng/hotels-in-abuja/kubwa,Kubwa,This hotel is awesome. I was a given a lovely room which was worth more than the rate I pa...,"₦4,500
                                               avg/night
                                           ",
Divine Suites,https://hotels.ng/hotel/17363-divine-suites-abuja,"Nyanya , Abuja - Dantata Quarters Road, By Police Check Point",https://hotels.ng/hotels-in-abuja/nyanya,Nyanya ,,,6.8 Very Good
Chida Hotels,https://hotels.ng/hotel/46511-chida-hotels-abuja,"Asokoro, Abuja - Plot 302, Jimmy Carter Street, Off Shehu Shagari Way",https://hotels.ng/hotels-in-abuja/asokoro,Asokoro,,"₦18,000
                                               avg/night
                                           ",
Cowrie Guest House,https://hotels.ng/hotel/1002037-cowrie-guest-house-abuja,"Karu, Abuja -  No 1, Zanyabelo Street, Jikwoyi Road Dugudna, Off CBN Quarters Junction, Karu, Abuja.",https://hotels.ng/hotels-in-abuja/karu,Karu,,"₦3,600
                                               avg/night
                                           ",
Pearl Gate Hotel,https://hotels.ng/hotel/98775-pearl-gate-hotel-abuja,"Wuse Zone 4, Abuja - 11 SUEZ CRESCENT, SANI ABACHA ESTATE, OFF LADI KWALI WAY, ZONE 4,WUSE, ABUJA.",https://hotels.ng/hotels-in-abuja/wuse-zone-4,Wuse Zone 4,"This was a fantastic hotel. It is small, but wonderful. I loved the rooms, they were so co...","₦20,000
                                               avg/night
                                           ",
Aries Court Apartment,https://hotels.ng/hotel/1013091-aries-court-apartment-abuja,"Abuja, Abuja - House 1, Andorra Crescent, Sun City Estate, Galadimawa ",https://hotels.ng/hotels-in-abuja/abuja,Abuja,,"₦12,000
                                               avg/night
                                           ",
Habitat Guest House,https://hotels.ng/hotel/19971-royal-habitat-hotel-resort-abuja,"Gwarinpa, Abuja -  2 Stephen Oronsaye Street Off Sa'adu Zungur 4th Avenue Near Setraco Gate.",https://hotels.ng/hotels-in-abuja/gwarinpa,Gwarinpa,Habibat has always been my first choice hotel whenever I go to Abuja. Their services are w...,"₦10,500
                                               avg/night
                                           ",
Margarettas Classic Suites ,https://hotels.ng/hotel/1012296-margarettes-classic-suites-abia,"Utako, Abuja - Plot 510, Wushishi Crescent ( Off Okonjo Iweala Crescent, Utako, Abuja)",https://hotels.ng/hotels-in-abuja/utako,Utako,,"₦13,000
                                               avg/night
                                           ",7.6 Very Good
Sentinel Apartments And Suites,https://hotels.ng/hotel/1003911-sentinel-apartment-abuja,"Area 1, Abuja - Plot 709, Cadastral Zone, By VIO Office, Behind CAC Church",https://hotels.ng/hotels-in-abuja/area-1,Area 1,,"₦15,000
                                               avg/night
                                           ",
Neighbourhood Guest Houses Limited,https://hotels.ng/hotel/85696-neighbourhood-guest-houses-limited-abuja,"Kado, Abuja - Plot 20 Akande S.B. Street, Kado 1, Abuja",https://hotels.ng/hotels-in-abuja/kado,Kado,It was an okay stay....,"₦6,500
                                               avg/night
                                           ",7.9 Very Good
Chinox Guest Inn,https://hotels.ng/hotel/36977-chinox-guest-inn-abuja,"Wuse Zone 6, Abuja - Plot 12 Cotonou Crescent",https://hotels.ng/hotels-in-abuja/wuse-zone-6,Wuse Zone 6,"This hotel is actually a nice place to stay. I had  good stay, the only problem I encounte...","₦8,900
                                               avg/night
                                           ",6.7 Very Good
Chelsea Hotel (Wuse 2),https://hotels.ng/hotel/61554-chelsea-hotel-abuja,"Wuse, Abuja - Plot 374 E, Adetokunbo Ademola Crescent.",https://hotels.ng/hotels-in-abuja/wuse,Wuse,,"₦39,900
                                               avg/night
                                           ",
