Hotel_Title,Title_URL,Like,Address,Address_URL,City,Review_Text,Price,Rating,Number
New Travellers Lodge ,https://hotels.ng/hotel/996457-new-travellers-lodge-suites-lagos,"
                                           
                                           681 people like this hotel ","Iyana Ipaja, Lagos - 161, Abeokuta Express Way, Beside Access Bank, Araromi Busstop, Iyana Ipaja, Lagos",https://hotels.ng/hotels-in-lagos/iyana-ipaja,Iyana Ipaja,My stay at the hotel was not bad at all.  The staff were nice and polite. The facilities a...,"₦6,000
                                               avg/night
                                           ",7.3 Very Good,From 8 reviews
Chadon Kitchen ,https://hotels.ng/hotel/32241-chadon-kitchen-lodging-lagos,"
                                           
                                           945 people like this hotel ","Maryland, Lagos - 12/16 Tiamiyu Olushile Street, Mende ",https://hotels.ng/hotels-in-lagos/maryland,Maryland,"I enjoyed my stay, the room was really neat. It's was beyond my expectation, I would rate ...","₦5,500
                                               avg/night
                                           ",6.6 Very Good,From 16 reviews
Valley Front View Hotel,https://hotels.ng/hotel/1391010-valley-front-view,"
                                           
                                           614 people like this hotel ","Ikeja, Lagos - 7, Abiodun Close, Off Alabi Street, Off, Toyin St, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,It was a good stay....,"₦15,000
                                               avg/night
                                           ",,From 4 reviews
Annes Luxury Suite,https://hotels.ng/hotel/1011235-annes-luxury-suite,"
                                           
                                           955 people like this hotel ","Victoria Island, Lagos - 243B, Muri Okunola Street, Victoria Island, Lagos",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"My stay in Annes luxury suites was very delightful and comfortable. Hospitable staffs, goo...","₦15,000
                                               avg/night
                                           ",7.2 Very Good,From 11 reviews
Esporta Suites (Formerly Dupoint 71 Place),https://hotels.ng/hotel/86949-dupont-71-place-lekki-lagos,"
                                           
                                           2,065 people like this hotel ","Lekki, Lagos - Plot 71, Admiral Ayinla Way, 3rd Ikate Round About",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"

My stay at the nice. The hotel was calm, I love the location and serenity of the envir...","₦12,000
                                               avg/night
                                           ",6.5 Very Good,From 47 reviews
The W Hotel,https://hotels.ng/hotel/1004518-the-w-hotel-lagos,"
                                           
                                           492 people like this hotel ","Ikeja, Lagos - 1, Oduduwa Crescent GRA, Ikeja, Lagos.",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"It was a great experience. They are welcoming, good customer service, the rooms are okay b...","₦13,150
                                               avg/night
                                           ",7.3 Very Good,From 4 reviews
Glee Hotel,https://hotels.ng/hotel/1391162-glee-hotel,"
                                           
                                           471 people like this hotel ","Victoria Island, Lagos - 287b Akin Olugbade St, Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"The hotel is very clean and the staff were really nice and friendly, proximity to everythi...","₦28,200
                                               avg/night
                                           ",,From 5 reviews
Sunheaven Hotel And  Resorts ,https://hotels.ng/hotel/1002965-sunheaven-hotel-and-ressorts-lagos,"
                                           
                                           735 people like this hotel ","VICTORIA ISLAND , Lagos - 191A, Adeleke Adedoyin Off Kofo Abayomi Street Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,VICTORIA ISLAND ,The services was splendid. Calm and neat environment. ...,"₦25,000
                                               avg/night
                                           ",,From 4 reviews
Cumberland Hotel,https://hotels.ng/hotel/23593-cumberland-hotel-lagos,"
                                           
                                           1,414 people like this hotel ","Victoria Island, Lagos - 2/4 Adeola Odeku Street",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island, The hotel is nice and I had a great stay there. The environment was cool and welcoming. T...,"₦19,720
                                               avg/night
                                           ",,From 30 reviews
Famoss Guest House,https://hotels.ng/hotel/23237-famoss-guest-house-lagos,"
                                           
                                           979 people like this hotel ","Lagos Island, Lagos - 59, Lawson Street, Off Melony Road ,Lagos Island.",https://hotels.ng/hotels-in-lagos/lagos-island,Lagos Island,I intended staying for an extended period at the hotel but had to leave after the program ...,"₦4,000
                                               avg/night
                                           ",,From 13 reviews
Divine Fountain Hotel,https://hotels.ng/hotel/31656-divine-fountain-hotel-lagos,"
                                           
                                           1,288 people like this hotel ","Victoria Island, Lagos - Plot 156, Prince Ade Odedina Street, Off Jide Oki Street",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,I had an okay stay at the hotel. I had no issues at check in and check out. The customer s...,"₦11,000
                                               avg/night
                                           ",7.4 Very Good,From 36 reviews
Presken Eden Comfort Place,https://hotels.ng/hotel/1391195-presken-eden-comfort-place,"
                                           
                                           577 people like this hotel ","Ikeja, Lagos - 17 Alade Avenue, Behind Jabita, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"My stay was peaceful, I had no challenge ...","₦12,500
                                               avg/night
                                           ",,From 1 review
De Santos Hotel,https://hotels.ng/hotel/12273-de-santos-hotel-lagos,"
                                           
                                           1,356 people like this hotel ","Akowonjo, Lagos - 7 Shasha Road, Akowonjo Roundabout, By Dopemu Overhead",https://hotels.ng/hotels-in-lagos/akowonjo,Akowonjo,Their services are outstanding.  I'm pleased and satisfied with the services....,"₦18,000
                                               avg/night
                                           ",7.7 Very Good,From 19 reviews
Limeridge Hotel,https://hotels.ng/hotel/65735-limeridge-hotel-lagos,"
                                           
                                           5,300 people like this hotel ","Lekki, Lagos - Plot 10, Chevron Drive",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"The hotel is nice and beautiful, well equipped and in a  secured environment, good quality...","₦21,500
                                               avg/night
                                           ",7.5 Very Good,From 98 reviews
